Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825)
1.4377565129177358e-11,0.1122453724338017,0.9,0.0,0.0,0.0,0.0,0.09999999613524647,9.898070658880534e-10,9.828300975305352e-10,6.839003150074141e-10,6.839003150074141e-10,5.91004600413002e-10,5.923473196884105e-10,5.923311786501942e-10,5.923311786501942e-10,5.281611911593841e-10,5.281611911593841e-10,4.782064420817208e-10,4.782064420817208e-10,4.421064520444731e-12,2.5559038370735814e-12,1.0984436608547971e-12,2.3551909835112003e-13,8.756516202396455e-15,8.756516202396455e-15
1.6972826244318628e-11,0.11224537251210667,0.9,0.0,0.0,0.0,0.0,0.09999999543762876,1.1684748519783984e-09,1.1597305680428273e-09,8.073495804248473e-10,8.073495804248473e-10,6.97412513703944e-10,6.992705654932136e-10,6.992515108734895e-10,6.992515108734895e-10,6.234983472329516e-10,6.234983472329516e-10,5.645263818411186e-10,5.645263818411186e-10,5.2176014991889276e-12,3.5266824363820273e-12,1.5187303867401398e-12,3.2502553062822824e-13,1.4295871901235247e-14,1.4295871901235247e-14
1.95680873594599e-11,0.11224537259041187,0.9,0.0,0.0,0.0,0.0,0.09999999474001103,1.3471426368223227e-09,1.336487578008518e-09,9.307988449810756e-10,9.307988449810756e-10,8.03741354138518e-10,8.061938105521001e-10,8.061718423508889e-10,8.061718423508889e-10,7.188355026414301e-10,7.188355026414301e-10,6.508463209983326e-10,6.508463209983326e-10,6.013492407169738e-12,4.6415664066350765e-12,2.002868446421355e-12,4.2784249018174155e-13,2.174547697932514e-14,2.174547697932514e-14
2.216334847460117e-11,0.1122453726687173,0.9,0.0,0.0,0.0,0.0,0.09999999404239333,1.5258104204198261e-09,1.513105456903766e-09,1.0542481086760987e-09,1.0542481086760987e-09,9.099927843301872e-10,9.131170548650704e-10,9.130921730823921e-10,9.130921730823921e-10,8.141726573848197e-10,8.141726573848197e-10,7.371662595533627e-10,7.371662595533627e-10,6.808756742068226e-12,5.8962067739921084e-12,2.5493305649401625e-12,5.435744267587586e-13,3.136554318434262e-14,3.136554318434262e-14
2.475860958974244e-11,0.112245372747023,0.9,0.0,0.0,0.0,0.0,0.09999999334477562,1.7044782027709086e-09,1.6895884045245066e-09,1.1776973715099159e-09,1.1776973715099159e-09,1.016168427107297e-09,1.0200402984321238e-09,1.0200125030679989e-09,1.0200125030679989e-09,9.095098114631204e-10,9.095098114631204e-10,8.234861975062089e-10,8.234861975062089e-10,7.603413417553946e-12,7.286384828847905e-12,3.1566253664160465e-12,6.718373493542487e-13,4.340860905678769e-14,4.340860905678769e-14
2.9949131820024977e-11,0.11224537290363536,0.9,0.0,0.0,0.0,0.0,0.0999999919495402,2.0618137637338074e-09,2.0421657205980017e-09,1.4245958945939338e-09,1.4245958945939338e-09,1.2282986601155336e-09,1.2338867833284804e-09,1.2338531608015232e-09,1.2338531608015232e-09,1.100184117624455e-09,1.100184117624455e-09,9.96126071605349e-10,9.96126071605349e-10,9.190976812557808e-12,1.0457066323247869e-11,4.547911574573255e-12,9.644723776215959e-13,7.573926075187439e-14,7.573926075187439e-14
3.513965405030752e-11,0.11224537306024913,0.9,0.0,0.0,0.0,0.0,0.09999999055430481,2.419149319711017e-09,2.3942506872387368e-09,1.6714944142331274e-09,1.6714944142331274e-09,1.4401442771692763e-09,1.4477332652411687e-09,1.44769381555146e-09,1.44769381555146e-09,1.2908584211254338e-09,1.2908584211254338e-09,1.1687659432957525e-09,1.1687659432957525e-09,1.0776322924961843e-11,1.4122309547318364e-11,6.165481457706761e-12,1.302893317320754e-12,1.2061329686500334e-13,1.2061329686500334e-13
4.033017628059006e-11,0.11224537321686447,0.9,0.0,0.0,0.0,0.0,0.09999998915906945,2.776484870702535e-09,2.745872509493149e-09,1.918392930427495e-09,1.918392930427495e-09,1.6517168861401068e-09,1.6615797441701879e-09,1.6615344673178096e-09,1.6615344673178096e-09,1.4815327219660576e-09,1.4815327219660576e-09,1.3414058125774182e-09,1.3414058125774182e-09,1.2359583278916782e-11,1.8252777930468803e-11,7.998646646295107e-12,1.6844208796524241e-12,1.797905041337883e-13,1.797905041337883e-13
4.55206985108726e-11,0.11224537337348162,0.9,0.0,0.0,0.0,0.0,0.09999998776383409,3.1338204167083572e-09,3.0970586599235626e-09,2.165291443177037e-09,2.165291443177037e-09,1.8630275391747568e-09,1.8754262201155374e-09,1.8753751161005696e-09,1.8753751161005696e-09,1.6722070201463257e-09,1.6722070201463257e-09,1.5140456794503459e-09,1.5140456794503459e-09,1.3940881596380107e-11,2.2820875188414595e-11,1.0037222162521268e-11,2.1065311453252673e-12,2.54927632933952e-13,2.54927632933952e-13
5.071122074115514e-11,0.11224537353010074,0.9,0.0,0.0,0.0,0.0,0.09999998636859878,3.4911559577284813e-09,3.4478350711611863e-09,2.4121899524817504e-09,2.4121899524817504e-09,2.07408678667213e-09,2.0892726930772152e-09,2.0892157618997403e-09,2.0892157618997403e-09,1.862881315666238e-09,1.862881315666238e-09,1.6866855439145351e-09,1.6866855439145351e-09,1.5520334664262968e-11,2.7800551903032847e-11,1.2271478129069927e-11,2.566838598851986e-12,3.4758967716362933e-13,3.4758967716362933e-13
5.590174297143768e-11,0.11224537368672197,0.9,0.0,0.0,0.0,0.0,0.09999998497336346,3.8484914937629054e-09,3.798226192800861e-09,2.6590884583416347e-09,2.6590884583416347e-09,2.2849046924645444e-09,2.303119163055221e-09,2.30305640471532e-09,2.30305640471532e-09,2.0535556085257948e-09,2.0535556085257948e-09,1.859325405969985e-09,1.859325405969985e-09,1.709805259067968e-11,3.3167248371364715e-11,1.4692126258562102e-11,3.0630911394448546e-12,4.592531926701259e-13,4.592531926701259e-13
6.109226520172022e-11,0.1122453738433455,0.9,0.0,0.0,0.0,0.0,0.09999998357812816,4.205827024811627e-09,4.148254976181972e-09,2.905986960756688e-09,2.905986960756688e-09,2.495490826966636e-09,2.516965630049554e-09,2.516897044547308e-09,2.516897044547308e-09,2.244229898724996e-09,2.244229898724996e-09,2.0319652656166944e-09,2.0319652656166944e-09,1.867413873634657e-11,3.8897909893307076e-11,1.7290326215743742e-11,3.5931715132616195e-12,5.913053539125644e-13,5.913053539125644e-13
6.823573414986566e-11,0.11224537405890302,0.9,0.0,0.0,0.0,0.0,0.09999998165793221,4.697610917559012e-09,4.6294298727347235e-09,3.245781624541813e-09,3.245781624541813e-09,2.7849481910726067e-09,2.8112723497874645e-09,2.811195744638884e-09,2.811195744638884e-09,2.5066458538521505e-09,2.5066458538521505e-09,2.269561291881573e-09,2.269561291881573e-09,2.0840740401024525e-11,4.7340304423264373e-11,2.114102501066078e-11,4.3743689036329274e-12,8.087648005638522e-13,8.087648005638522e-13
7.53792030980111e-11,0.11224537427446549,0.9,0.0,0.0,0.0,0.0,0.09999997973773629,5.189394800863109e-09,5.110011332679716e-09,3.5855762818021783e-09,3.5855762818021783e-09,3.0740061206558205e-09,3.1055790638740825e-09,3.10549443907932e-09,3.10549443907932e-09,2.769061803940403e-09,2.769061803940403e-09,2.5071573135841244e-09,2.5071573135841244e-09,2.3004669539749892e-11,5.637879864364299e-11,2.5291430618291538e-11,5.211051973048327e-12,1.0704606269220806e-12,1.0704606269220806e-12
8.252267204615653e-11,0.11224537449003325,0.9,0.0,0.0,0.0,0.0,0.09999997781754041,5.68117867472391e-09,5.590047294704042e-09,3.925370932537782e-09,3.925370932537782e-09,3.3626855193323366e-09,3.3998857723094055e-09,3.399793127868615e-09,3.399793127868615e-09,3.0314777489897553e-09,3.0314777489897553e-09,2.7447533307243474e-09,2.7447533307243474e-09,2.5166142042988316e-11,6.596523797688074e-11,2.9722179675357446e-11,6.09877639498403e-12,1.3792969067267422e-12,1.3792969067267422e-12
8.966614099430197e-11,0.11224537470560661,0.9,0.0,0.0,0.0,0.0,0.09999997589734458,6.17296253914141e-09,6.069581910112193e-09,4.265165576748616e-09,4.265165576748616e-09,3.6510059583187926e-09,3.6941924750934296e-09,3.694091811006766e-09,3.694091811006766e-09,3.2938936890002056e-09,3.2938936890002056e-09,2.9823493433022387e-09,2.9823493433022387e-09,2.732535674498303e-11,7.605527228423401e-11,3.4415124934691796e-11,7.033441776993621e-12,1.7379500629527801e-12,1.7379500629527801e-12
9.68096099424474e-11,0.11224537492118583,0.9,0.0,0.0,0.0,0.0,0.09999997397714876,6.6647463941156e-09,6.548655704617301e-09,4.604960214434683e-09,4.604960214434683e-09,3.9389857150852566e-09,3.988499172226155e-09,3.988390488493771e-09,3.988390488493771e-09,3.5563096239717545e-09,3.5563096239717545e-09,3.219945351317799e-09,3.219945351317799e-09,2.948249615243669e-11,8.660819334586189e-11,3.9353301308412686e-11,8.011277572138802e-12,2.148878260346599e-12,2.148878260346599e-12
9.999999999999999e-11,0.11224537513677116,0.9,0.0,0.0,0.0,0.0,0.09999997311955791,6.884385103399854e-09,6.762478981047884e-09,4.756718054567515e-09,4.756718054567515e-09,4.067496680260594e-09,4.11994135447376e-09,4.119829089036491e-09,4.119829089036491e-09,3.673508870489934e-09,3.673508870489934e-09,3.3260596127027553e-09,3.3260596127027553e-09,3.044528428983291e-11,9.146083806213706e-11,4.163376413458336e-11,8.461013844212325e-12,2.349896234370155e-12,2.349896234370155e-12
1.0395307889059284e-10,0.11224537513677116,0.9,0.0,0.0,0.0,0.0,0.09999997205695298,7.156530239646472e-09,7.027305999252422e-09,4.944754845595974e-09,4.944754845595974e-09,4.226641901078954e-09,4.282805863707577e-09,4.282689160329624e-09,4.282689160329624e-09,3.818725553904404e-09,3.818725553904404e-09,3.4575413547710244e-09,3.4575413547710244e-09,3.163772833954469e-11,9.758651205450563e-11,4.452081076596753e-11,9.028805518952944e-12,2.6143463437019906e-12,2.6143463437019906e-12
1.1109654783873828e-10,0.11224537535236284,0.9,0.0,0.0,0.0,0.0,0.09999997013675724,7.64831407573402e-09,7.505567025524198e-09,5.284549470232488e-09,5.284549470232488e-09,4.513990491642526e-09,4.577112549537694e-09,4.576987826514326e-09,4.576987826514326e-09,4.081141478798151e-09,4.081141478798151e-09,3.6951373536619146e-09,3.6951373536619146e-09,3.3791207466632694e-11,1.0895584274318745e-10,4.990279580083785e-11,1.0082829512571017e-11,3.1364325817585427e-12,3.1364325817585427e-12
1.1824001678688371e-10,0.1122453755679611,0.9,0.0,0.0,0.0,0.0,0.09999996821656154,8.140097902378239e-09,7.983470290478892e-09,5.624344088344222e-09,5.624344088344222e-09,4.801046434811754e-09,4.871419229716502e-09,4.871286487047873e-09,4.871286487047873e-09,4.343557398652999e-09,4.343557398652999e-09,3.932733347990466e-09,3.932733347990466e-09,3.594307542507335e-11,1.206845364742718e-10,5.548534156566311e-11,1.1170403047541683e-11,3.717050291542709e-12,3.717050291542709e-12
1.2538348573502915e-10,0.11224537578356612,0.9,0.0,0.0,0.0,0.0,0.09999996629636589,8.631881719579115e-09,8.461044698681975e-09,5.96413869993117e-09,5.96413869993117e-09,5.087823688891091e-09,5.165725904243999e-09,5.165585141930263e-09,5.165585141930263e-09,4.605973313468944e-09,4.605973313468944e-09,4.17032933775668e-09,4.17032933775668e-09,3.8093462386575547e-11,1.327435585105604e-10,6.12554419681752e-11,1.2288818298227161e-11,4.357955086504522e-12,4.357955086504522e-12
1.325269546831746e-10,0.11224537599917807,0.9,0.0,0.0,0.0,0.0,0.09999996437617024,9.123665527336645e-09,8.938316949567811e-09,6.303933304993332e-09,6.303933304993332e-09,5.374335346582475e-09,5.460032573120184e-09,5.459883791161494e-09,5.459883791161494e-09,4.868389223245989e-09,4.868389223245989e-09,4.407925322960552e-09,4.407925322960552e-09,4.0242488590488066e-11,1.4510608917834323e-10,6.720088753705439e-11,1.3435570462316314e-11,5.060768538336813e-12,5.060768538336813e-12
1.3967042363132002e-10,0.11224537621479715,0.9,0.0,0.0,0.0,0.0,0.09999996245597466,9.615449325650823e-09,9.415311433901038e-09,6.643727903530701e-09,6.643727903530701e-09,5.660593602895461e-09,5.754339236345051e-09,5.7541824347415584e-09,5.7541824347415584e-09,5.130805127984134e-09,5.130805127984134e-09,4.645521303602082e-09,4.645521303602082e-09,4.239026387827032e-11,1.5774762787151016e-10,7.331029439208811e-11,1.460836703799565e-11,5.826972019506171e-12,5.826972019506171e-12
1.4681389257946546e-10,0.11224537643042351,0.9,0.0,0.0,0.0,0.0,0.09999996053577911,1.010723311452164e-08,9.89205063920265e-09,6.983522495543276e-09,6.983522495543276e-09,5.94660988321154e-09,6.048645893918601e-09,6.048481072670461e-09,6.048481072670461e-09,5.393221027683378e-09,5.393221027683378e-09,4.883117279681268e-09,4.883117279681268e-09,4.453688952572429e-11,1.7064558579325915e-10,7.957298844771211e-11,1.5805091370412708e-11,6.6579308889366005e-12,6.6579308889366005e-12
1.539573615276109e-10,0.11224537664605723,0.9,0.0,0.0,0.0,0.0,0.09999995861558358,1.059901689394909e-08,1.0368555250073928e-08,7.323317081031051e-09,7.323317081031051e-09,6.232394876115538e-09,6.3429525458408315e-09,6.342779704948193e-09,6.342779704948193e-09,5.655636922343721e-09,5.655636922343721e-09,5.120713251198107e-09,5.120713251198107e-09,4.6682458687286403e-11,1.8377918518786714e-10,8.597897563961053e-11,1.7023793577578044e-11,7.554900508105015e-12,7.554900508105015e-12
1.6110083047575633e-10,0.1122453768616985,0.9,0.0,0.0,0.0,0.0,0.09999995669538811,1.1090800663933161e-08,1.0844844330383703e-08,7.663111659994025e-09,7.663111659994025e-09,6.517958592353335e-09,6.637259192111738e-09,6.637078331574757e-09,6.637078331574757e-09,5.918052811965166e-09,5.918052811965166e-09,5.3583092181525985e-09,5.3583092181525985e-09,4.882705720528855e-11,1.971292763441618e-10,9.251888850190747e-11,1.8262674119171238e-11,8.519037137323187e-12,8.519037137323187e-12
1.6824429942390177e-10,0.11224537707734743,0.9,0.0,0.0,0.0,0.0,0.09999995477519268,1.1582584424473852e-08,1.1320935282874139e-08,8.002906232432192e-09,8.002906232432192e-09,6.803310354183351e-09,6.931565832731318e-09,6.931376952550145e-09,6.931376952550145e-09,6.180468696547709e-09,6.180468696547709e-09,5.595905180544741e-09,5.595905180544741e-09,5.097076345153549e-11,2.106783781481692e-10,9.91839956313678e-11,1.952008733916786e-11,9.551395577429067e-12,9.551395577429067e-12
1.753877683720472e-10,0.11224537729300411,0.9,0.0,0.0,0.0,0.0,0.09999995285499726,1.207436817557115e-08,1.1796844176083586e-08,8.34270079834555e-09,8.34270079834555e-09,7.08845890297397e-09,7.225872467699569e-09,7.2256755678743585e-09,7.2256755678743585e-09,6.442884576091352e-09,6.442884576091352e-09,5.833501138374532e-09,5.833501138374532e-09,5.3113649820832296e-11,2.2441034966672597e-10,1.0596610405063529e-10,2.0794511915319925e-11,1.065294875964268e-11,1.065294875964268e-11
1.8253123732019264e-10,0.11224537750866868,0.9,0.0,0.0,0.0,0.0,0.09999995093480189,1.2566151917225054e-08,1.227258562199869e-08,8.682495357734099e-09,8.682495357734099e-09,7.37341236132609e-09,7.52017909701649e-09,7.519974177547392e-09,7.519974177547392e-09,6.705300450596096e-09,6.705300450596096e-09,6.071097091641971e-09,6.071097091641971e-09,5.525578211095608e-11,2.383105131154018e-10,1.1285759339824334e-10,2.2084561825742652e-11,1.1824580466411369e-11,1.1824580466411369e-11
1.8967470626833808e-10,0.11224537772434118,0.9,0.0,0.0,0.0,0.0,0.09999994901460657,1.3057935649435554e-08,1.2748173157169921e-08,9.022289910597826e-09,9.022289910597826e-09,7.658178360103998e-09,7.814485720682077e-09,7.814272781569245e-09,7.814272781569245e-09,6.9677163200619394e-09,6.9677163200619394e-09,6.308693040347053e-09,6.308693040347053e-09,5.739722121321958e-11,2.523652710524073e-10,1.1985130053461327e-10,2.3388951843012828e-11,1.3067108200451879e-11,1.3067108200451879e-11
1.9681817521648352e-10,0.11224537794002172,0.9,0.0,0.0,0.0,0.0,0.09999994709441126,1.3549719372202642e-08,1.3223619270676612e-08,9.36208445693674e-09,9.36208445693674e-09,7.942764051603024e-09,8.108792338696326e-09,8.108571379939913e-09,8.108571379939913e-09,7.2301321844888845e-09,7.2301321844888845e-09,6.546288984489782e-09,6.546288984489782e-09,5.95380234018548e-11,2.665620781241656e-10,1.2694050729492687e-10,2.4706494846406377e-11,1.4381284951969834e-11,1.4381284951969834e-11
2.0396164416462895e-10,0.11224537815571038,0.9,0.0,0.0,0.0,0.0,0.09999994517421601,1.4041503085526313e-08,1.3698935511592622e-08,9.701878996750824e-09,9.701878996750824e-09,8.22717614754652e-09,8.40309895105924e-09,8.402869972659395e-09,8.402869972659395e-09,7.49254804387693e-09,7.49254804387693e-09,6.783884924070152e-09,6.783884924070152e-09,6.167824085828077e-11,2.8088933307540056e-10,1.3411890581051089e-10,2.6036092006143513e-11,1.576780569606492e-11,1.576780569606492e-11
2.111051131127744e-10,0.11224537837140722,0.9,0.0,0.0,0.0,0.0,0.0999999432540208,1.4533286789406555e-08,1.417413235765924e-08,1.0041673530040083e-08,1.0041673530040083e-08,8.51142087949433e-09,8.69740555777081e-09,8.697168559727687e-09,8.697168559727687e-09,7.754963898226074e-09,7.754963898226074e-09,7.021480859088163e-09,7.021480859088163e-09,6.381792063810242e-11,2.953365111092058e-10,1.4138063414423018e-10,2.737674456260077e-11,1.7227299569651163e-11,1.7227299569651163e-11
2.1824858206091983e-10,0.11224537858711234,0.9,0.0,0.0,0.0,0.0,0.0999999413338256,1.5025070483843368e-08,1.4649219509655679e-08,1.0381468056804512e-08,1.0381468056804512e-08,8.795504099166416e-09,8.991712158831037e-09,8.991467141144792e-09,8.991467141144792e-09,8.017379747536318e-09,8.017379747536318e-09,7.25907678954381e-09,7.25907678954381e-09,6.595710602637288e-11,3.098938681613072e-10,1.487201849915274e-10,2.8727527090000754e-11,1.8760347583094867e-11,1.8760347583094867e-11
2.2539205100906526e-10,0.11224537880282574,0.9,0.0,0.0,0.0,0.0,0.09999993941363046,1.5516854168836734e-08,1.5124205703254315e-08,1.0721262577044107e-08,1.0721262577044107e-08,9.079431218813222e-09,9.286018754239919e-09,9.285765716910696e-09,9.285765716910696e-09,8.279795591807666e-09,8.279795591807666e-09,7.496672715437097e-09,7.496672715437097e-09,6.809583683820355e-11,3.2455262874421054e-10,1.5613245963732618e-10,3.008760434878455e-11,2.0367471440587214e-11,2.0367471440587214e-11
2.325355199572107e-10,0.11224537901854752,0.9,0.0,0.0,0.0,0.0,0.09999993749343536,1.6008637844386656e-08,1.559909908600993e-08,1.1061057090758865e-08,1.1061057090758865e-08,9.363207340425636e-09,9.580325343997452e-09,9.580064287025405e-09,9.580064287025405e-09,8.542211431040112e-09,8.542211431040112e-09,7.734268636768016e-09,7.734268636768016e-09,7.02341503092285e-11,3.3930460806748675e-10,1.6361265029428849e-10,3.1456197083799195e-11,2.2049156193725316e-11,2.2049156193725316e-11
2.396789889053561e-10,0.11224537923427771,0.9,0.0,0.0,0.0,0.0,0.09999993557324027,1.6500421510493123e-08,1.6073907209301533e-08,1.1400851597948782e-08,1.1400851597948782e-08,9.646837257223004e-09,9.874631928103631e-09,9.874362851488909e-09,9.874362851488909e-09,8.804627265233659e-09,8.804627265233659e-09,7.97186455353657e-09,7.97186455353657e-09,7.237207949883035e-11,3.541422216927551e-10,1.7115623839133102e-10,3.2832582739401656e-11,2.380584974989534e-11,2.380584974989534e-11
2.4682245785350155e-10,0.11224537945001638,0.9,0.0,0.0,0.0,0.0,0.09999993365304524,1.699220516715613e-08,1.6548637091289566e-08,1.1740646098613852e-08,1.1740646098613852e-08,9.930325478572493e-09,1.0168938506558459e-08,1.0168661410301219e-08,1.0168661410301219e-08,9.067043094388309e-09,9.067043094388309e-09,8.209460465742757e-09,8.209460465742757e-09,7.450965508318455e-11,3.6905842078336993e-10,1.7875897167474158e-10,3.421608950645136e-11,2.563796680476982e-11,2.563796680476982e-11
2.53965926801647e-10,0.11224537966576352,0.9,0.0,0.0,0.0,0.0,0.09999993173285025,1.7483988814375667e-08,1.7023295031350576e-08,1.2080440592754073e-08,1.2080440592754073e-08,1.0213676172615715e-08,1.0463245079361931e-08,1.046295996346232e-08,1.046295996346232e-08,9.329458918504058e-09,9.329458918504058e-09,8.447056373386575e-09,8.447056373386575e-09,7.664690809408638e-11,3.84046874930996e-10,1.8641691606714697e-10,3.560611271209217e-11,2.7545877966974604e-11,2.7545877966974604e-11
2.611093957497924e-10,0.11224537988151924,0.9,0.0,0.0,0.0,0.0,0.09999992981265528,1.797577245215172e-08,1.749788688815942e-08,1.2420235080369448e-08,1.2420235080369448e-08,1.0496893261858552e-08,1.0757551646514045e-08,1.0757258510972213e-08,1.0757258510972213e-08,9.591874737580907e-09,9.591874737580907e-09,8.68465227646802e-09,8.68465227646802e-09,7.878386631545483e-11,3.9910169767684497e-10,1.9412636849279975e-10,3.700208991607468e-11,2.9529926246616115e-11,2.9529926246616115e-11
2.6825286469793786e-10,0.11224538009728352,0.9,0.0,0.0,0.0,0.0,0.09999992789246036,1.8467556080484304e-08,1.7972417865443153e-08,1.276002956145996e-08,1.276002956145996e-08,1.0779980349813238e-08,1.1051858208014796e-08,1.1051557052830899e-08,1.1051557052830899e-08,9.854290551618861e-09,9.854290551618861e-09,8.922248174987089e-09,8.922248174987089e-09,8.092054563732766e-11,4.142176694038154e-10,2.0188392345652887e-10,3.840352102149393e-11,3.159041372353116e-11,3.159041372353116e-11
